"","BracketID","TotalPoints","Model","Year"
"2440",40,37,"Linear PCA",2025
"2441",41,53,"Linear PCA",2025
"2442",42,54,"Linear PCA",2025
"2443",43,41,"Linear PCA",2025
"2444",44,46,"Linear PCA",2025
"2445",45,45,"Linear PCA",2025
"2446",46,34,"Linear PCA",2025
"2447",47,45,"Linear PCA",2025
"2448",48,38,"Linear PCA",2025
"2449",49,37,"Linear PCA",2025
"2450",50,50,"Linear PCA",2025
"2451",51,42,"Linear PCA",2025
"2452",52,37,"Linear PCA",2025
"2453",53,50,"Linear PCA",2025
"2454",54,40,"Linear PCA",2025
"2455",55,47,"Linear PCA",2025
"2456",56,52,"Linear PCA",2025
"2457",57,29,"Linear PCA",2025
"2458",58,42,"Linear PCA",2025
"2459",59,39,"Linear PCA",2025
"2460",60,29,"Linear PCA",2025
"2461",61,34,"Linear PCA",2025
"2462",62,37,"Linear PCA",2025
"2463",63,40,"Linear PCA",2025
"2464",64,50,"Linear PCA",2025
"2465",65,46,"Linear PCA",2025
"2466",66,40,"Linear PCA",2025
"2467",67,50,"Linear PCA",2025
"2468",68,44,"Linear PCA",2025
"2469",69,59,"Linear PCA",2025
"2470",70,38,"Linear PCA",2025
"2471",71,45,"Linear PCA",2025
"2472",72,41,"Linear PCA",2025
"2473",73,37,"Linear PCA",2025
"2474",74,35,"Linear PCA",2025
"2475",75,43,"Linear PCA",2025
"2476",76,45,"Linear PCA",2025
"2477",77,54,"Linear PCA",2025
"2478",78,49,"Linear PCA",2025
"2479",79,43,"Linear PCA",2025
"2480",80,35,"Linear PCA",2025
"2481",81,36,"Linear PCA",2025
"2482",82,55,"Linear PCA",2025
"2483",83,39,"Linear PCA",2025
"2484",84,51,"Linear PCA",2025
"2485",85,57,"Linear PCA",2025
"2486",86,50,"Linear PCA",2025
"2487",87,36,"Linear PCA",2025
"2488",88,31,"Linear PCA",2025
"2489",89,53,"Linear PCA",2025
"2490",90,42,"Linear PCA",2025
"2491",91,37,"Linear PCA",2025
"2492",92,45,"Linear PCA",2025
"2493",93,40,"Linear PCA",2025
"2494",94,41,"Linear PCA",2025
"2495",95,45,"Linear PCA",2025
"2496",96,46,"Linear PCA",2025
"2497",97,41,"Linear PCA",2025
"2498",98,40,"Linear PCA",2025
"2499",99,47,"Linear PCA",2025
"2500",100,47,"Linear PCA",2025
"2501",1,46,"Ranger",2026
"2502",2,51,"Ranger",2026
"2503",3,46,"Ranger",2026
"2504",4,42,"Ranger",2026
"2505",5,42,"Ranger",2026
"2506",6,56,"Ranger",2026
"2507",7,41,"Ranger",2026
"2508",8,59,"Ranger",2026
"2509",9,44,"Ranger",2026
"2510",10,31,"Ranger",2026
"2511",11,37,"Ranger",2026
"2512",12,59,"Ranger",2026
"2513",13,44,"Ranger",2026
"2514",14,28,"Ranger",2026
"2515",15,57,"Ranger",2026
"2516",16,46,"Ranger",2026
"2517",17,53,"Ranger",2026
"2518",18,38,"Ranger",2026
"2519",19,51,"Ranger",2026
"2520",20,44,"Ranger",2026
"2521",21,58,"Ranger",2026
"2522",22,41,"Ranger",2026
"2523",23,46,"Ranger",2026
"2524",24,61,"Ranger",2026
"2525",25,39,"Ranger",2026
"2526",26,61,"Ranger",2026
"2527",27,44,"Ranger",2026
"2528",28,68,"Ranger",2026
"2529",29,40,"Ranger",2026
"2530",30,43,"Ranger",2026
"2531",31,50,"Ranger",2026
"2532",32,38,"Ranger",2026
"2533",33,52,"Ranger",2026
"2534",34,41,"Ranger",2026
"2535",35,50,"Ranger",2026
"2536",36,41,"Ranger",2026
"2537",37,44,"Ranger",2026
"2538",38,31,"Ranger",2026
"2539",39,55,"Ranger",2026
"2540",40,63,"Ranger",2026
"2541",41,33,"Ranger",2026
"2542",42,49,"Ranger",2026
"2543",43,43,"Ranger",2026
"2544",44,45,"Ranger",2026
"2545",45,43,"Ranger",2026
"2546",46,39,"Ranger",2026
"2547",47,40,"Ranger",2026
"2548",48,36,"Ranger",2026
"2549",49,53,"Ranger",2026
"2550",50,40,"Ranger",2026
"2551",51,50,"Ranger",2026
"2552",52,49,"Ranger",2026
"2553",53,41,"Ranger",2026
"2554",54,41,"Ranger",2026
"2555",55,49,"Ranger",2026
"2556",56,49,"Ranger",2026
"2557",57,56,"Ranger",2026
"2558",58,48,"Ranger",2026
"2559",59,48,"Ranger",2026
"2560",60,38,"Ranger",2026
"2561",61,46,"Ranger",2026
"2562",62,60,"Ranger",2026
"2563",63,40,"Ranger",2026
"2564",64,53,"Ranger",2026
"2565",65,42,"Ranger",2026
"2566",66,38,"Ranger",2026
"2567",67,52,"Ranger",2026
"2568",68,45,"Ranger",2026
"2569",69,49,"Ranger",2026
"2570",70,44,"Ranger",2026
"2571",71,35,"Ranger",2026
"2572",72,56,"Ranger",2026
"2573",73,41,"Ranger",2026
"2574",74,69,"Ranger",2026
"2575",75,38,"Ranger",2026
"2576",76,37,"Ranger",2026
"2577",77,56,"Ranger",2026
"2578",78,49,"Ranger",2026
"2579",79,39,"Ranger",2026
"2580",80,38,"Ranger",2026
"2581",81,50,"Ranger",2026
"2582",82,57,"Ranger",2026
"2583",83,40,"Ranger",2026
"2584",84,51,"Ranger",2026
"2585",85,46,"Ranger",2026
"2586",86,40,"Ranger",2026
"2587",87,46,"Ranger",2026
"2588",88,38,"Ranger",2026
"2589",89,54,"Ranger",2026
"2590",90,56,"Ranger",2026
"2591",91,33,"Ranger",2026
"2592",92,39,"Ranger",2026
"2593",93,48,"Ranger",2026
"2594",94,53,"Ranger",2026
"2595",95,44,"Ranger",2026
"2596",96,38,"Ranger",2026
"2597",97,39,"Ranger",2026
"2598",98,42,"Ranger",2026
"2599",99,50,"Ranger",2026
"2600",100,45,"Ranger",2026
"2601",1,43,"Logistic",2026
"2602",2,64,"Logistic",2026
"2603",3,45,"Logistic",2026
"2604",4,34,"Logistic",2026
"2605",5,64,"Logistic",2026
"2606",6,45,"Logistic",2026
"2607",7,39,"Logistic",2026
"2608",8,43,"Logistic",2026
"2609",9,49,"Logistic",2026
"2610",10,50,"Logistic",2026
"2611",11,44,"Logistic",2026
"2612",12,31,"Logistic",2026
"2613",13,62,"Logistic",2026
"2614",14,53,"Logistic",2026
"2615",15,40,"Logistic",2026
"2616",16,46,"Logistic",2026
"2617",17,58,"Logistic",2026
"2618",18,50,"Logistic",2026
"2619",19,61,"Logistic",2026
"2620",20,41,"Logistic",2026
"2621",21,46,"Logistic",2026
"2622",22,45,"Logistic",2026
"2623",23,61,"Logistic",2026
"2624",24,46,"Logistic",2026
"2625",25,53,"Logistic",2026
"2626",26,53,"Logistic",2026
"2627",27,45,"Logistic",2026
"2628",28,37,"Logistic",2026
"2629",29,45,"Logistic",2026
"2630",30,71,"Logistic",2026
"2631",31,39,"Logistic",2026
"2632",32,55,"Logistic",2026
"2633",33,64,"Logistic",2026
"2634",34,51,"Logistic",2026
"2635",35,46,"Logistic",2026
"2636",36,63,"Logistic",2026
"2637",37,52,"Logistic",2026
"2638",38,67,"Logistic",2026
"2639",39,47,"Logistic",2026
"2640",40,53,"Logistic",2026
"2641",41,57,"Logistic",2026
"2642",42,53,"Logistic",2026
"2643",43,41,"Logistic",2026
"2644",44,62,"Logistic",2026
"2645",45,46,"Logistic",2026
"2646",46,67,"Logistic",2026
"2647",47,55,"Logistic",2026
"2648",48,46,"Logistic",2026
"2649",49,75,"Logistic",2026
"2650",50,69,"Logistic",2026
"2651",51,61,"Logistic",2026
"2652",52,42,"Logistic",2026
"2653",53,52,"Logistic",2026
"2654",54,60,"Logistic",2026
"2655",55,46,"Logistic",2026
"2656",56,59,"Logistic",2026
"2657",57,59,"Logistic",2026
"2658",58,45,"Logistic",2026
"2659",59,45,"Logistic",2026
"2660",60,52,"Logistic",2026
"2661",61,45,"Logistic",2026
"2662",62,55,"Logistic",2026
"2663",63,59,"Logistic",2026
"2664",64,46,"Logistic",2026
"2665",65,59,"Logistic",2026
"2666",66,47,"Logistic",2026
"2667",67,64,"Logistic",2026
"2668",68,60,"Logistic",2026
"2669",69,48,"Logistic",2026
"2670",70,50,"Logistic",2026
"2671",71,48,"Logistic",2026
"2672",72,61,"Logistic",2026
"2673",73,64,"Logistic",2026
"2674",74,50,"Logistic",2026
"2675",75,65,"Logistic",2026
"2676",76,62,"Logistic",2026
"2677",77,48,"Logistic",2026
"2678",78,44,"Logistic",2026
"2679",79,50,"Logistic",2026
"2680",80,44,"Logistic",2026
"2681",81,40,"Logistic",2026
"2682",82,57,"Logistic",2026
"2683",83,45,"Logistic",2026
"2684",84,59,"Logistic",2026
"2685",85,51,"Logistic",2026
"2686",86,53,"Logistic",2026
"2687",87,71,"Logistic",2026
"2688",88,44,"Logistic",2026
"2689",89,46,"Logistic",2026
"2690",90,63,"Logistic",2026
"2691",91,42,"Logistic",2026
"2692",92,45,"Logistic",2026
"2693",93,61,"Logistic",2026
"2694",94,63,"Logistic",2026
"2695",95,39,"Logistic",2026
"2696",96,41,"Logistic",2026
"2697",97,42,"Logistic",2026
"2698",98,40,"Logistic",2026
"2699",99,54,"Logistic",2026
"2700",100,61,"Logistic",2026
"2701",1,44,"XGBoost",2026
"2702",2,54,"XGBoost",2026
"2703",3,46,"XGBoost",2026
"2704",4,43,"XGBoost",2026
"2705",5,49,"XGBoost",2026
"2706",6,51,"XGBoost",2026
"2707",7,40,"XGBoost",2026
"2708",8,45,"XGBoost",2026
"2709",9,45,"XGBoost",2026
"2710",10,63,"XGBoost",2026
"2711",11,42,"XGBoost",2026
"2712",12,38,"XGBoost",2026
"2713",13,56,"XGBoost",2026
"2714",14,53,"XGBoost",2026
"2715",15,41,"XGBoost",2026
"2716",16,49,"XGBoost",2026
"2717",17,46,"XGBoost",2026
"2718",18,55,"XGBoost",2026
"2719",19,62,"XGBoost",2026
"2720",20,54,"XGBoost",2026
"2721",21,64,"XGBoost",2026
"2722",22,47,"XGBoost",2026
"2723",23,46,"XGBoost",2026
"2724",24,45,"XGBoost",2026
"2725",25,52,"XGBoost",2026
"2726",26,50,"XGBoost",2026
"2727",27,36,"XGBoost",2026
"2728",28,40,"XGBoost",2026
"2729",29,44,"XGBoost",2026
"2730",30,55,"XGBoost",2026
"2731",31,41,"XGBoost",2026
"2732",32,48,"XGBoost",2026
"2733",33,62,"XGBoost",2026
"2734",34,43,"XGBoost",2026
"2735",35,66,"XGBoost",2026
"2736",36,64,"XGBoost",2026
"2737",37,58,"XGBoost",2026
"2738",38,63,"XGBoost",2026
"2739",39,45,"XGBoost",2026
"2740",40,47,"XGBoost",2026
"2741",41,60,"XGBoost",2026
"2742",42,57,"XGBoost",2026
"2743",43,43,"XGBoost",2026
"2744",44,62,"XGBoost",2026
"2745",45,50,"XGBoost",2026
"2746",46,46,"XGBoost",2026
"2747",47,62,"XGBoost",2026
"2748",48,43,"XGBoost",2026
"2749",49,48,"XGBoost",2026
"2750",50,64,"XGBoost",2026
"2751",51,58,"XGBoost",2026
"2752",52,46,"XGBoost",2026
"2753",53,49,"XGBoost",2026
"2754",54,51,"XGBoost",2026
"2755",55,44,"XGBoost",2026
"2756",56,57,"XGBoost",2026
"2757",57,58,"XGBoost",2026
"2758",58,52,"XGBoost",2026
"2759",59,46,"XGBoost",2026
"2760",60,56,"XGBoost",2026
"2761",61,63,"XGBoost",2026
"2762",62,58,"XGBoost",2026
"2763",63,59,"XGBoost",2026
"2764",64,44,"XGBoost",2026
"2765",65,50,"XGBoost",2026
"2766",66,56,"XGBoost",2026
"2767",67,48,"XGBoost",2026
"2768",68,63,"XGBoost",2026
"2769",69,45,"XGBoost",2026
"2770",70,44,"XGBoost",2026
"2771",71,45,"XGBoost",2026
"2772",72,47,"XGBoost",2026
"2773",73,63,"XGBoost",2026
"2774",74,47,"XGBoost",2026
"2775",75,45,"XGBoost",2026
"2776",76,51,"XGBoost",2026
"2777",77,47,"XGBoost",2026
"2778",78,48,"XGBoost",2026
"2779",79,46,"XGBoost",2026
"2780",80,44,"XGBoost",2026
"2781",81,49,"XGBoost",2026
"2782",82,50,"XGBoost",2026
"2783",83,42,"XGBoost",2026
"2784",84,48,"XGBoost",2026
"2785",85,54,"XGBoost",2026
"2786",86,58,"XGBoost",2026
"2787",87,49,"XGBoost",2026
"2788",88,55,"XGBoost",2026
"2789",89,48,"XGBoost",2026
"2790",90,46,"XGBoost",2026
"2791",91,46,"XGBoost",2026
"2792",92,37,"XGBoost",2026
"2793",93,55,"XGBoost",2026
"2794",94,45,"XGBoost",2026
"2795",95,36,"XGBoost",2026
"2796",96,44,"XGBoost",2026
"2797",97,42,"XGBoost",2026
"2798",98,58,"XGBoost",2026
"2799",99,50,"XGBoost",2026
"2800",100,50,"XGBoost",2026
"2801",1,51,"Consensus",2026
"2802",2,65,"Consensus",2026
"2803",3,51,"Consensus",2026
"2804",4,44,"Consensus",2026
"2805",5,57,"Consensus",2026
"2806",6,52,"Consensus",2026
"2807",7,56,"Consensus",2026
"2808",8,52,"Consensus",2026
"2809",9,49,"Consensus",2026
"2810",10,61,"Consensus",2026
"2811",11,52,"Consensus",2026
"2812",12,55,"Consensus",2026
"2813",13,56,"Consensus",2026
"2814",14,63,"Consensus",2026
"2815",15,44,"Consensus",2026
"2816",16,55,"Consensus",2026
"2817",17,54,"Consensus",2026
"2818",18,54,"Consensus",2026
"2819",19,64,"Consensus",2026
"2820",20,52,"Consensus",2026
"2821",21,66,"Consensus",2026
"2822",22,52,"Consensus",2026
"2823",23,57,"Consensus",2026
"2824",24,46,"Consensus",2026
"2825",25,54,"Consensus",2026
"2826",26,57,"Consensus",2026
"2827",27,50,"Consensus",2026
"2828",28,55,"Consensus",2026
"2829",29,50,"Consensus",2026
"2830",30,60,"Consensus",2026
"2831",31,48,"Consensus",2026
"2832",32,55,"Consensus",2026
"2833",33,61,"Consensus",2026
"2834",34,51,"Consensus",2026
"2835",35,57,"Consensus",2026
"2836",36,56,"Consensus",2026
"2837",37,51,"Consensus",2026
"2838",38,59,"Consensus",2026
"2839",39,53,"Consensus",2026
"2840",40,48,"Consensus",2026
"2841",41,65,"Consensus",2026
"2842",42,53,"Consensus",2026
"2843",43,45,"Consensus",2026
"2844",44,55,"Consensus",2026
"2845",45,49,"Consensus",2026
"2846",46,55,"Consensus",2026
"2847",47,61,"Consensus",2026
"2848",48,54,"Consensus",2026
"2849",49,66,"Consensus",2026
"2850",50,65,"Consensus",2026
"2851",51,67,"Consensus",2026
"2852",52,50,"Consensus",2026
"2853",53,54,"Consensus",2026
"2854",54,50,"Consensus",2026
"2855",55,47,"Consensus",2026
"2856",56,56,"Consensus",2026
"2857",57,66,"Consensus",2026
"2858",58,65,"Consensus",2026
"2859",59,47,"Consensus",2026
"2860",60,66,"Consensus",2026
"2861",61,64,"Consensus",2026
"2862",62,55,"Consensus",2026
"2863",63,71,"Consensus",2026
"2864",64,51,"Consensus",2026
"2865",65,57,"Consensus",2026
"2866",66,56,"Consensus",2026
"2867",67,55,"Consensus",2026
"2868",68,68,"Consensus",2026
"2869",69,49,"Consensus",2026
"2870",70,44,"Consensus",2026
"2871",71,49,"Consensus",2026
"2872",72,65,"Consensus",2026
"2873",73,56,"Consensus",2026
"2874",74,55,"Consensus",2026
"2875",75,64,"Consensus",2026
"2876",76,55,"Consensus",2026
"2877",77,49,"Consensus",2026
"2878",78,50,"Consensus",2026
"2879",79,52,"Consensus",2026
"2880",80,51,"Consensus",2026
"2881",81,53,"Consensus",2026
"2882",82,58,"Consensus",2026
"2883",83,51,"Consensus",2026
"2884",84,65,"Consensus",2026
"2885",85,52,"Consensus",2026
"2886",86,57,"Consensus",2026
"2887",87,59,"Consensus",2026
"2888",88,60,"Consensus",2026
"2889",89,52,"Consensus",2026
"2890",90,60,"Consensus",2026
"2891",91,51,"Consensus",2026
"2892",92,57,"Consensus",2026
"2893",93,61,"Consensus",2026
"2894",94,50,"Consensus",2026
"2895",95,43,"Consensus",2026
"2896",96,53,"Consensus",2026
"2897",97,51,"Consensus",2026
"2898",98,65,"Consensus",2026
"2899",99,47,"Consensus",2026
"2900",100,53,"Consensus",2026
"2901",1,47,"Linear PCA",2026
"2902",2,40,"Linear PCA",2026
"2903",3,36,"Linear PCA",2026
"2904",4,34,"Linear PCA",2026
"2905",5,52,"Linear PCA",2026
"2906",6,39,"Linear PCA",2026
"2907",7,39,"Linear PCA",2026
"2908",8,37,"Linear PCA",2026
"2909",9,40,"Linear PCA",2026
"2910",10,38,"Linear PCA",2026
"2911",11,44,"Linear PCA",2026
"2912",12,32,"Linear PCA",2026
"2913",13,45,"Linear PCA",2026
"2914",14,33,"Linear PCA",2026
"2915",15,36,"Linear PCA",2026
"2916",16,45,"Linear PCA",2026
"2917",17,43,"Linear PCA",2026
"2918",18,46,"Linear PCA",2026
"2919",19,56,"Linear PCA",2026
"2920",20,38,"Linear PCA",2026
"2921",21,40,"Linear PCA",2026
"2922",22,46,"Linear PCA",2026
"2923",23,39,"Linear PCA",2026
"2924",24,39,"Linear PCA",2026
"2925",25,51,"Linear PCA",2026
"2926",26,50,"Linear PCA",2026
"2927",27,40,"Linear PCA",2026
"2928",28,37,"Linear PCA",2026
"2929",29,41,"Linear PCA",2026
"2930",30,42,"Linear PCA",2026
"2931",31,44,"Linear PCA",2026
"2932",32,45,"Linear PCA",2026
"2933",33,41,"Linear PCA",2026
"2934",34,38,"Linear PCA",2026
"2935",35,36,"Linear PCA",2026
"2936",36,41,"Linear PCA",2026
"2937",37,50,"Linear PCA",2026
"2938",38,47,"Linear PCA",2026
"2939",39,51,"Linear PCA",2026
"2940",40,38,"Linear PCA",2026
"2941",41,51,"Linear PCA",2026
"2942",42,48,"Linear PCA",2026
"2943",43,44,"Linear PCA",2026
"2944",44,53,"Linear PCA",2026
"2945",45,36,"Linear PCA",2026
"2946",46,47,"Linear PCA",2026
"2947",47,56,"Linear PCA",2026
"2948",48,41,"Linear PCA",2026
"2949",49,69,"Linear PCA",2026
"2950",50,63,"Linear PCA",2026
"2951",51,43,"Linear PCA",2026
"2952",52,34,"Linear PCA",2026
"2953",53,43,"Linear PCA",2026
"2954",54,53,"Linear PCA",2026
"2955",55,42,"Linear PCA",2026
"2956",56,54,"Linear PCA",2026
"2957",57,43,"Linear PCA",2026
"2958",58,46,"Linear PCA",2026
"2959",59,39,"Linear PCA",2026
"2960",60,51,"Linear PCA",2026
"2961",61,37,"Linear PCA",2026
"2962",62,42,"Linear PCA",2026
"2963",63,34,"Linear PCA",2026
"2964",64,45,"Linear PCA",2026
"2965",65,63,"Linear PCA",2026
"2966",66,39,"Linear PCA",2026
"2967",67,55,"Linear PCA",2026
"2968",68,58,"Linear PCA",2026
"2969",69,43,"Linear PCA",2026
"2970",70,47,"Linear PCA",2026
"2971",71,42,"Linear PCA",2026
"2972",72,40,"Linear PCA",2026
"2973",73,48,"Linear PCA",2026
"2974",74,48,"Linear PCA",2026
"2975",75,41,"Linear PCA",2026
"2976",76,43,"Linear PCA",2026
"2977",77,48,"Linear PCA",2026
"2978",78,46,"Linear PCA",2026
"2979",79,51,"Linear PCA",2026
"2980",80,36,"Linear PCA",2026
"2981",81,32,"Linear PCA",2026
"2982",82,57,"Linear PCA",2026
"2983",83,39,"Linear PCA",2026
"2984",84,61,"Linear PCA",2026
"2985",85,43,"Linear PCA",2026
"2986",86,57,"Linear PCA",2026
"2987",87,53,"Linear PCA",2026
"2988",88,45,"Linear PCA",2026
"2989",89,46,"Linear PCA",2026
"2990",90,56,"Linear PCA",2026
"2991",91,42,"Linear PCA",2026
"2992",92,36,"Linear PCA",2026
"2993",93,43,"Linear PCA",2026
"2994",94,54,"Linear PCA",2026
"2995",95,35,"Linear PCA",2026
"2996",96,37,"Linear PCA",2026
"2997",97,45,"Linear PCA",2026
"2998",98,32,"Linear PCA",2026
"2999",99,51,"Linear PCA",2026
"3000",100,57,"Linear PCA",2026
